,title,link,source,text,date,language,toxicity
110,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,!!!!,2021-11-29,el,1
111,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,agapi Moo Summer Moooo - My Greek is excellent :),2023-03-29,en,1
112,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Tell me what is in your mind if you are loving someone else so I will leave and forget you,2021-11-29,en,1
113,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️,2023-10-29,el,1
114,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,🇬🇷🇬🇷🇬🇷,2021-11-29,el,1
115,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Super vasilis.qeretizmata apo tin albania.Mas sehorite ma dhen ksero na grapso ta gramata in eliniqi glosa,2021-11-29,greeklish,1
116,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,EISAI MEGALOS TRELE  SE AGAPAMEEEEEEE,2021-11-29,greeklish,1
117,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,che Che ️,2023-10-29,other,1
118,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,giganta,2021-11-29,el,1
119,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,gamas,2021-11-29,el,1
120,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,I math eshte bravo,2020-11-29,el,1
121,Βασίλης Καρράς - Τραγούδια Επιτυχίες | Vasilis Karras - Hit Songs,https://www.youtube.com/watch?v=mQkIg8Rg3m4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,You agree dhe king,2023-05-29,greeklish,1
122,"Ρέμος: Αυτά όχι σε μένα, άσε τις μαγκιές",https://www.youtube.com/watch?v=Iz1U4yxmRT4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Light and Gianni should revoke their Greek Citizenship. They clearly have shown they are not proud to be Greek.,2023-11-24,en,4
123,"Ρέμος: Αυτά όχι σε μένα, άσε τις μαγκιές",https://www.youtube.com/watch?v=Iz1U4yxmRT4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"ntaks edw den egine kati, kalh diaxeirhsh kai aptous duo klain",2023-11-19,greeklish,1
124,"Ρέμος: Αυτά όχι σε μένα, άσε τις μαγκιές",https://www.youtube.com/watch?v=Iz1U4yxmRT4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Kanete to tipota kati ai sihtir,2023-11-18,greeklish,1
125,"Ρέμος: Αυτά όχι σε μένα, άσε τις μαγκιές",https://www.youtube.com/watch?v=Iz1U4yxmRT4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Pios ta blepei afta re,2023-11-22,greeklish,1
126,"Ρέμος: Αυτά όχι σε μένα, άσε τις μαγκιές",https://www.youtube.com/watch?v=Iz1U4yxmRT4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,mlkia,2023-11-28,greeklish,1
127,"Ρέμος: Αυτά όχι σε μένα, άσε τις μαγκιές",https://www.youtube.com/watch?v=Iz1U4yxmRT4&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,black white and poustares....re ost noumera,2023-11-28,en,1
128,"Που 'ναι τα χρόνια ! - 40 αθάνατα, αγαπημένα, ελληνικά τραγούδια (by Linda)",https://www.youtube.com/watch?v=OdX0y96UPEA&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Great selection, one more time. THANKS!",2023-07-29,en,1
131,"Που 'ναι τα χρόνια ! - 40 αθάνατα, αγαπημένα, ελληνικά τραγούδια (by Linda)",https://www.youtube.com/watch?v=OdX0y96UPEA&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️,2023-07-29,el,1
132,40 ελληνικά τραγούδια από τα 60's (by Elias),https://www.youtube.com/watch?v=WIiJc6_4khQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,İzmir burdaa️️️️️,2022-12-29,el,1
134,40 ελληνικά τραγούδια από τα 60's (by Elias),https://www.youtube.com/watch?v=WIiJc6_4khQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️️️️️,2022-12-29,el,1
135,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,bien mi amigo ya tenemos  buenos amigos  sur americanos que les encanta esta hermosa  música  bravo por usted  la música no tiene fronteras !!!,2020-11-29,other,1
136,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Thank you so very much . Appreciate your hard work to compile all the best music together for us to enjoy.,2022-11-29,en,1
137,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Spesial!!!,2021-11-29,el,1
138,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"absolute perfection. den eho logia ... pragmati ... ""omorfa ellinika tragoudia"" to ena kai pio kalytero ap't'allo...",2023-08-29,greeklish,1
139,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,D Mitropanos!!!,2021-11-29,el,1
140,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,HOLA ERMOSA CANSION WUAO ,2020-11-29,el,1
141,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Made me to tears.,2022-11-29,en,1
143,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,WOW!!!!!!!FANTASTIC WORK OF YOU AND INCREDIBLE LADY SUPER COUPLE,2020-11-29,en,1
146,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Katapliktiki silogi bravo,2023-07-29,el,1
148,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Greetings from Amsterdam,2023-02-28,el,1
149,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,M. Lidakis Latremenos ,2021-11-29,el,1
151,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Прелепи Скијатос и прелепа Грчка. Пуно поздрава из братске Србије,2021-11-29,el,1
152,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"The most beautiful country in the world!
Serbia loves Greece! 
Greetings from Serbia for brothers and sisters from Greece! 🇷🇸️🇬🇷",2022-11-29,en,1
153,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"I'd love to live in Greece one day.....love those places, people and their music :)",2021-11-29,en,1
154,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Phenomenal songs, enjoyed a lot! Thank you Greek brothers from Belgrade. Can you maybe post a tracklist? Much appreciated :*",2023-02-28,en,1
155,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"This mix is definitely one of the best I’ve heard,a kiss from Belgrade to Greece 🇬🇷🇷🇸",2021-11-29,en,1
156,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Cheers from Finland 
I just love Greece and Greek people from my heart. I've been in all Southern European countries and in Turkey but none of them feels like Greece. Your country is just so unique.",2021-11-29,en,1
157,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"The magic of music, I feel I can fly, wonderful, I carry Greece in my heart, thank You for every mix, kiss from Serbia 🇬🇷🇷🇸️",2021-11-29,en,1
158,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Когда находишь музыку под настроение, понимаешь, что не так уж и много нужно для счастья",2021-11-29,other,1
159,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Great music, thank you! I adore Greece!!!",2021-11-29,en,1
160,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"My love for Greece is so deep that every year I look for summer hits on Youtube, I learnt many words and I can sing along! The spell of this country is something incredible to me! I hope to come back soon.. Damn Coronavirus",2021-11-29,en,1
161,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Simply amazing! While watching the video you are transported to these stunning places in the most beautiful country in the world! Well done..,2021-11-29,en,1
162,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Love it !  Good mix 🇨🇦🇬🇷,2021-11-29,en,1
163,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Binecuvântat pământ, Grecia !!!
Super muzica ",2021-11-29,el,1
164,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Great music absolutely beautiful scenery thank you for sharing with all of us ,2021-11-29,en,1
165,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"It's been two years since I first listened to it, but this mix delights me again, wonderful music, lots of kisses from Serbia 🇬🇷🇷🇸️️️",2023-06-29,en,1
166,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,I love Greece 🇬🇷,2021-11-29,en,1
167,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"wow awsome mix. Love it, greetings from Holland",2021-11-29,en,1
168,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,This is so goooooood i wish i was in Greece right now,2022-11-29,en,1
169,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Самые красивые острова в мире и фаласа суперр,2021-11-29,el,1
170,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Woow! AWESOME  MIX !Congratulations for your excellent work ! Keep working so well!,2021-11-29,en,1
171,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Love to listen .Bravo !,2021-11-29,en,1
172,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Amazing mix , great work !
P.S. - What is the song name at 40:40 ?",2021-11-29,en,1
173,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,GREEECE.....LOVE......RESPECT..........!!!!!!!!,2021-11-29,en,1
174,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Fantastikh mousiki
Fantastika ellinika   topia 

Fantastiki   synthesh!!!",2021-11-29,greeklish,1
175,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Orea tragudia супер музыка Греция моя сердце,2021-11-29,el,1
176,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Love Greece from Hungary🇭🇺🇬🇷,2021-11-29,en,1
177,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Love greece 🇬🇷,2022-11-29,en,1
178,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,BEAUTIFUL!!!!!!,2021-11-29,el,1
179,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Love from Kurdistan. 
Nice ️
Greek and Kurdish brotherhood ️",2021-11-29,en,1
180,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Awesome! You have this in Spotify ?,2021-11-29,en,1
181,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Greetings from other side of the water! 🇹🇷🇬🇷,2021-11-29,en,1
182,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Can someone tell me who is the singer of the first hit and what the title is? I guess, it's a remix but I really like it. I have been listening to it on Thessaloniki seafront yesterday :) Thanks",2023-10-29,en,1
183,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Mega🇬🇷️,2021-11-29,el,1
184,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Every day I am not in Greece is a lost day.,2021-11-29,en,4
185,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Starting from 24:17min what a lovely song if someone can help me to find it only that song cuz i don’t wanna take back from this long mix , i just wanna listen non stop that song Thank you",2021-11-29,en,1
186,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Excellent!!!!,2021-11-29,en,1
187,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Hi I love this mix  
 Can I premiere it on my channel please? I’ll delete it just right after",2021-11-29,en,1
188,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️️,2021-11-29,el,1
189,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Superr,2021-11-29,el,1
190,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Uperoxes epiloges!!!!
Mas kanete parea k mas ftiaxnete tin diathesi ",2021-11-29,greeklish,1
191,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Teleia tragoudia eyxaristw.  panta the best!!!,2021-11-29,en,1
192,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Greece best in Europe,2023-10-29,en,1
193,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,The Best and beautiful Greece music. I love this country  I miss you so much ,2023-01-29,en,1
194,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Greetings! what's the first song? I liked it ,2021-11-29,en,1
195,Greek Music Mix 2021 - Ελληνικα Τραγουδια Mix 2021 - Summer Video Greece 4K - Part 2,https://www.youtube.com/watch?v=0sTegFKn-nQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"The ancient salad luckily label because multi-hop anteriorly heal unlike a chunky atm. snobbish,  five chicken",2021-11-29,en,1
